Group.1,EAD,Bal,ALLL,FAS114_Reserve,OrigRR,LGD,RemMat,EIR,Commit_Ind,Rating,FAS114_ind,Segment,Product,Amort_Type,IFRS9_Ind,Revol_Ind,Fee_Ind,LOB,CurRR,Prepayment
603,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
604,1000000,1000000,7997.133024,0,11,0.43,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
605,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
606,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
607,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
608,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
609,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
610,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
611,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
612,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
613,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
614,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
615,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
616,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
617,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
618,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
619,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
620,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
621,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
622,1000000,1000000,7997.133024,0,11,0.49,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
623,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
624,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
625,1000000,1000000,7997.133024,0,11,0.40,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
626,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
627,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
628,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
629,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
630,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,8,0,NCy_US,C&I,StraightLine,0,1,0,CB,8,0
631,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,8,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,8,0
632,1000000,1000000,7997.133024,0,11,0.43,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
633,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
634,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
635,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
636,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
637,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
638,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
639,1000000,1000000,7997.133024,0,11,0.57,20,0.046134319,0,8,0,Fin_US,C&I,StraightLine,0,1,0,CB,8,0
640,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,8,0,Oil_US,C&I,StraightLine,0,1,0,CB,8,0
641,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
642,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
643,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
644,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
645,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
646,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
647,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
648,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
649,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
650,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
651,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
652,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
653,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
654,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
655,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
656,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
657,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
658,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
659,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
660,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
661,1000000,1000000,7997.133024,0,11,0.33,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
662,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
663,1000000,1000000,7997.133024,0,11,0.80,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
664,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
665,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
666,1000000,1000000,7997.133024,0,11,0.66,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
667,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
668,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
669,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
670,1000000,1000000,7997.133024,0,11,0.15,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
671,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
672,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
673,1000000,1000000,7997.133024,0,11,0.46,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
674,1000000,1000000,7997.133024,0,11,0.76,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
675,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
676,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
677,1000000,1000000,7997.133024,0,11,0.75,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
678,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
679,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
680,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
681,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
682,1000000,1000000,7997.133024,0,11,0.35,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
683,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,9,0,NCy_US,C&I,StraightLine,0,1,0,CB,9,0
684,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
685,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
686,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
687,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
688,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,9,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,9,0
689,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,9,0,Oil_US,C&I,StraightLine,0,1,0,CB,9,0
690,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,9,0,Fin_US,C&I,StraightLine,0,1,0,CB,9,0
691,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,10,0,NCy_US,C&I,StraightLine,0,1,0,CB,10,0
692,1000000,1000000,7997.133024,0,11,0.67,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
693,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
694,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
695,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
696,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
697,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
698,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
699,1000000,1000000,7997.133024,0,11,0.43,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
700,1000000,1000000,7997.133024,0,11,0.36,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
701,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
702,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
703,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
704,1000000,1000000,7997.133024,0,11,0.08,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
705,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
706,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
707,1000000,1000000,7997.133024,0,11,0.10,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
708,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
709,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
710,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
711,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
712,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
713,1000000,1000000,7997.133024,0,11,0.12,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
714,1000000,1000000,7997.133024,0,11,0.65,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
715,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
716,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
717,1000000,1000000,7997.133024,0,11,0.16,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
718,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
719,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
720,1000000,1000000,7997.133024,0,11,0.55,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
721,1000000,1000000,7997.133024,0,11,0.45,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
722,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
723,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
724,1000000,1000000,7997.133024,0,11,0.19,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
725,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
726,1000000,1000000,7997.133024,0,11,0.41,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
727,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
728,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
729,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,10,0,NCy_US,C&I,StraightLine,0,1,0,CB,10,0
730,1000000,1000000,7997.133024,0,11,0.18,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
731,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
732,1000000,1000000,7997.133024,0,11,0.64,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
733,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
734,1000000,1000000,7997.133024,0,11,0.25,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
735,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
736,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,10,0,Oil_US,C&I,StraightLine,0,1,0,CB,10,0
737,1000000,1000000,7997.133024,0,11,0.69,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
738,1000000,1000000,7997.133024,0,11,0.15,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
739,1000000,1000000,7997.133024,0,11,0.59,20,0.046134319,0,10,0,Fin_US,C&I,StraightLine,0,1,0,CB,10,0
740,1000000,1000000,7997.133024,0,11,0.38,20,0.046134319,0,10,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,10,0
741,1000000,1000000,7997.133024,0,11,0.50,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
742,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
743,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
744,1000000,1000000,7997.133024,0,11,0.22,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
745,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
746,1000000,1000000,7997.133024,0,11,0.15,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
747,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
748,1000000,1000000,7997.133024,0,11,0.62,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
749,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
750,1000000,1000000,7997.133024,0,11,0.14,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
751,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
752,1000000,1000000,7997.133024,0,11,0.73,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
753,1000000,1000000,7997.133024,0,11,0.40,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
754,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
755,1000000,1000000,7997.133024,0,11,0.61,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
756,1000000,1000000,7997.133024,0,11,0.27,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
757,1000000,1000000,7997.133024,0,11,0.28,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
758,1000000,1000000,7997.133024,0,11,0.72,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
759,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
760,1000000,1000000,7997.133024,0,11,0.05,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
761,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
762,1000000,1000000,7997.133024,0,11,0.77,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
763,1000000,1000000,7997.133024,0,11,0.23,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
764,1000000,1000000,7997.133024,0,11,0.18,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
765,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
766,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
767,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
768,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
769,1000000,1000000,7997.133024,0,11,0.47,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
770,1000000,1000000,7997.133024,0,11,0.51,20,0.046134319,0,11,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,11,0
771,1000000,1000000,7997.133024,0,11,0.56,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
772,1000000,1000000,7997.133024,0,11,0.42,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
773,1000000,1000000,7997.133024,0,11,0.58,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
774,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
775,1000000,1000000,7997.133024,0,11,0.34,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
776,1000000,1000000,7997.133024,0,11,0.17,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
777,1000000,1000000,7997.133024,0,11,0.60,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
778,1000000,1000000,7997.133024,0,11,0.26,20,0.046134319,0,11,0,NCy_US,C&I,StraightLine,0,1,0,CB,11,0
779,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,11,0,Oil_US,C&I,StraightLine,0,1,0,CB,11,0
780,1000000,1000000,7997.133024,0,11,0.74,20,0.046134319,0,11,0,Fin_US,C&I,StraightLine,0,1,0,CB,11,0
781,1000000,1000000,7997.133024,0,11,0.09,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
782,1000000,1000000,7997.133024,0,11,0.44,20,0.046134319,0,12,0,Oil_US,C&I,StraightLine,0,1,0,CB,12,0
783,1000000,1000000,7997.133024,0,11,0.30,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
784,1000000,1000000,7997.133024,0,11,0.20,20,0.046134319,0,12,0,Oil_US,C&I,StraightLine,0,1,0,CB,12,0
785,1000000,1000000,7997.133024,0,11,0.13,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
786,1000000,1000000,7997.133024,0,11,0.07,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
787,1000000,1000000,7997.133024,0,11,0.29,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
788,1000000,1000000,7997.133024,0,11,0.71,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
789,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
790,1000000,1000000,7997.133024,0,11,0.06,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
791,1000000,1000000,7997.133024,0,11,0.63,20,0.046134319,0,12,0,NCy_US,C&I,StraightLine,0,1,0,CB,12,0
792,1000000,1000000,7997.133024,0,11,0.57,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
793,1000000,1000000,7997.133024,0,11,0.24,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
794,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
795,1000000,1000000,7997.133024,0,11,0.39,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
796,1000000,1000000,7997.133024,0,11,0.31,20,0.046134319,0,12,0,NCy_US,C&I,StraightLine,0,1,0,CB,12,0
797,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
798,1000000,1000000,7997.133024,0,11,0.70,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
799,1000000,1000000,7997.133024,0,11,0.78,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
800,1000000,1000000,7997.133024,0,11,0.48,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
801,1000000,1000000,7997.133024,0,11,0.52,20,0.046134319,0,12,0,Cyc_US_2clst,C&I,StraightLine,0,1,0,CB,12,0
802,1000000,1000000,7997.133024,0,11,0.53,20,0.046134319,0,12,0,Fin_US,C&I,StraightLine,0,1,0,CB,12,0
803,1000000,1000000,7997.133024,0,11,0.43,20,0.046134319,0,12,0,Oil_US,C&I,StraightLine,0,1,0,CB,12,0
